aggregate,key,count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
layer_head,11/9,46,0.7329733851163284,0.23001351952552795,0.9770253300666809
layer_head,12/0,46,0.5498148364865262,0.28026890754699707,0.9465081095695496
layer_head,12/1,46,0.44778300951356476,0.10738584399223328,0.9532275199890137
layer_head,12/10,46,0.8159390752730162,0.4019286036491394,0.9833295345306396
layer_head,12/11,46,0.6633291020179573,0.021702896803617477,0.9946844577789307
layer_head,12/12,46,0.2680464768377335,0.061923880130052567,0.6327723860740662
layer_head,12/13,46,0.7336111774911052,0.24394658207893372,0.9783815145492554
layer_head,12/14,46,0.3933909034923367,0.08288466930389404,0.8311073184013367
layer_head,12/15,46,0.9288273531457653,0.5140785574913025,0.9982144236564636
layer_head,12/16,46,0.7518993040303821,0.03672534227371216,0.9980364441871643
layer_head,12/17,46,0.3088885455483409,0.0008794055320322514,0.993990957736969
layer_head,12/18,46,0.6545540729294652,0.23951563239097595,0.9359975457191467
layer_head,12/19,46,0.6400004298142765,0.24441559612751007,0.9923282265663147
layer_head,12/2,46,0.38877168799871986,0.07322987169027328,0.765588641166687
layer_head,12/20,46,0.6340922023291173,0.12825453281402588,0.9957044720649719
layer_head,12/21,46,0.12444439105203618,0.00999397225677967,0.3530900478363037
layer_head,12/22,46,0.8993973139187564,0.18867455422878265,0.9984853863716125
layer_head,12/23,46,0.22827188808308996,0.019745979458093643,0.903474748134613
layer_head,12/3,46,0.2657752924436784,0.01094425655901432,0.9927467703819275
layer_head,12/4,46,0.35482459430299373,0.009174840524792671,0.98335862159729
layer_head,12/5,46,0.5233941587174068,0.0168903935700655,0.9250724911689758
layer_head,12/6,46,0.4247649063396713,0.04415932670235634,0.9084011912345886
layer_head,12/7,46,0.5781683494215426,0.239280104637146,0.9688830375671387
layer_head,12/8,46,0.6212322906307552,0.29886549711227417,0.8950401544570923
layer_head,12/9,46,0.9131212882373644,0.5146074891090393,0.9962908625602722
layer_head,13/0,46,0.951553912266441,0.8326354622840881,0.9913461208343506
layer_head,13/1,46,0.9621763903161754,0.7968458533287048,0.9980114102363586
layer_head,13/10,46,0.6185855761818264,0.3065309226512909,0.9618822932243347
layer_head,13/11,46,0.6417632580167897,0.008144807070493698,0.995182454586029
layer_head,13/12,46,0.24894942622631788,0.029528265818953514,0.6664872169494629
layer_head,13/13,46,0.5414195940222429,0.04410748556256294,0.9684730172157288
layer_head,13/14,46,0.1530078110571713,0.00016994345060084015,0.45642730593681335
layer_head,13/15,46,0.6151278383381988,0.07472627609968185,0.9811767935752869
layer_head,13/16,46,0.6624464570828106,0.1760832816362381,0.9761205911636353
layer_head,13/17,46,0.6892238567056863,0.17829081416130066,0.9558374285697937
layer_head,13/18,46,0.8836872661891191,0.28038838505744934,0.9972660541534424
layer_head,13/19,46,0.8094266154195952,0.2866308093070984,0.9760103225708008
layer_head,13/2,46,0.9412068802377452,0.49696505069732666,0.9998006820678711
layer_head,13/20,46,0.9451524485712466,0.7474384307861328,0.9889983534812927
